dataset,instance_index,depot,budget_miles,algorithm,collected_prize_excluding_depot,java_raw_prize_including_depot,route_distance_miles,runtime_ms,route
"Capital_Cities.txt",3,"Augusta,ME",8000,"Greedy 2",1624,1772,7874.943451,0.114000,"Augusta,ME -> Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Montpelier,VT -> Augusta,ME"
"Capital_Cities.txt",3,"Augusta,ME",8000,"P-MARL",1794,1942,7919.957037,4170.064208,"Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Indianapolis,IN -> Frankfort,KY -> Columbia,SC -> Atlanta,GA -> Tallahassee,FL -> Montgomery,AL -> Providence,RI -> Boston,MA -> Albany,NY -> Concord,NH -> Augusta,ME"
"Capital_Cities.txt",4,"Austin,TX",8000,"Greedy 1",691,821,7940.078794,0.028833,"Austin,TX -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> OklahomaCity,OK -> Jackson,MS -> BatonRouge,LA -> Austin,TX"
"Capital_Cities.txt",4,"Austin,TX",8000,"Greedy 2",1800,1930,7973.435132,0.099791,"Austin,TX -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Pierre,SD -> Austin,TX"
"Capital_Cities.txt",4,"Austin,TX",8000,"P-MARL",1628,1758,7691.382014,4014.219375,"Austin,TX -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Boston,MA -> Providence,RI -> Concord,NH -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Frankfort,KY -> Lansing,MI -> Madison,WI -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> JeffersonCity,MO -> Nashville,TN -> Atlanta,GA -> Jackson,MS -> BatonRouge,LA -> Austin,TX"
"Capital_Cities.txt",5,"BatonRouge,LA",8000,"Greedy 1",725,825,7860.582205,0.028125,"BatonRouge,LA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Indianapolis,IN -> Atlanta,GA -> Jackson,MS -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",8000,"Greedy 2",1880,1980,7973.284242,0.093291,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> SantaFe,NM -> Cheyenne,WY -> Denver,CO -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Pierre,SD -> Lincoln,NE -> Topeka,KS -> LittleRock,AR -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",8000,"P-MARL",1671,1771,7651.861890,4087.223083,"BatonRouge,LA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Phoenix,AZ -> SaltLakeCity,UT -> Helena,MT -> Bismarck,ND -> Pierre,SD -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA"
"Capital_Cities.txt",6,"Bismarck,ND",8000,"Greedy 1",771,857,7752.005218,0.029083,"Bismarck,ND -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> SaltLakeCity,UT -> Denver,CO -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",8000,"Greedy 2",1808,1894,7868.515370,0.094333,"Bismarck,ND -> Pierre,SD -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",8000,"P-MARL",1653,1739,7721.236429,3990.489958,"Bismarck,ND -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Cheyenne,WY -> Denver,CO -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",7,"Boise,ID",8000,"Greedy 1",657,731,7874.080369,0.039042,"Boise,ID -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> SaltLakeCity,UT -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",8000,"Greedy 2",1843,1917,7586.341275,0.095458,"Boise,ID -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Pierre,SD -> Bismarck,ND -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",8000,"P-MARL",1892,1966,7904.105651,3901.937875,"Boise,ID -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Hartford,CT -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID"
"Capital_Cities.txt",8,"Boston,MA",8000,"Greedy 1",873,929,7953.798265,0.038416,"Boston,MA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbus,OH -> Augusta,ME -> Concord,NH -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",8000,"Greedy 2",1682,1738,7834.619121,0.122541,"Boston,MA -> Providence,RI -> Albany,NY -> Concord,NH -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Harrisburg,PA -> Hartford,CT -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",8000,"P-MARL",1750,1806,7897.334757,4146.077959,"Boston,MA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Augusta,ME -> Providence,RI -> Boston,MA"
"Capital_Cities.txt",9,"CarsonCity,NV",8000,"Greedy 1",644,682,7924.835318,0.029333,"CarsonCity,NV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Olympia,WA -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",8000,"Greedy 2",1738,1776,7999.015182,0.082208,"CarsonCity,NV -> Salem,OR -> Olympia,WA -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Lansing,MI -> Madison,WI -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",8000,"P-MARL",1753,1791,7687.570640,3613.472125,"CarsonCity,NV -> Cheyenne,WY -> Denver,CO -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> SantaFe,NM -> Phoenix,AZ -> Sacramento,CA -> CarsonCity,NV"
"Capital_Cities.txt",10,"Charleston,WV",8000,"Greedy 1",790,806,7953.490123,0.030292,"Charleston,WV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",8000,"Greedy 2",1729,1745,7984.536177,0.135500,"Charleston,WV -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Madison,WI -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",8000,"P-MARL",1555,1571,7995.164618,4279.106625,"Charleston,WV -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Lansing,MI -> Madison,WI -> Frankfort,KY -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Columbus,OH -> Charleston,WV"
"Capital_Cities.txt",11,"Cheyenne,WY",8000,"Greedy 1",786,978,7929.887069,0.027666,"Cheyenne,WY -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> SantaFe,NM -> Denver,CO -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",8000,"Greedy 2",1742,1934,7669.069415,0.090458,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> SaltLakeCity,UT -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",8000,"P-MARL",1952,2144,7990.638004,4039.541708,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> JeffersonCity,MO -> Pierre,SD -> Bismarck,ND -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY"
"Capital_Cities.txt",12,"Columbia,SC",8000,"Greedy 1",682,846,7932.600717,0.027667,"Columbia,SC -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Frankfort,KY -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",8000,"Greedy 2",1620,1784,7999.679518,0.095375,"Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",8000,"P-MARL",1515,1679,7669.934474,4156.602334,"Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Atlanta,GA -> Columbia,SC"
"Capital_Cities.txt",13,"Columbus,OH",8000,"Greedy 1",779,933,7968.485638,0.028292,"Columbus,OH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Springfield,IL -> Lansing,MI -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",8000,"Greedy 2",1682,1836,7994.957586,0.104500,"Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",8000,"P-MARL",1777,1931,7894.210414,4305.384667,"Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> Indianapolis,IN -> Frankfort,KY -> Charleston,WV -> Columbus,OH"
"Capital_Cities.txt",14,"Concord,NH",8000,"Greedy 1",839,963,7966.948064,0.042334,"Concord,NH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbus,OH -> Augusta,ME -> Boston,MA -> Concord,NH"
"Capital_Cities.txt",14,"Concord,NH",8000,"Greedy 2",1636,1760,7956.877500,0.118667,"Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Montpelier,VT -> Concord,NH"
"Capital_Cities.txt",14,"Concord,NH",8000,"P-MARL",1751,1875,7889.394360,4228.155250,"Concord,NH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Providence,RI -> Boston,MA -> Augusta,ME -> Montpelier,VT -> Concord,NH"
"Capital_Cities.txt",15,"Denver,CO",8000,"Greedy 1",732,850,7850.556307,0.035542,"Denver,CO -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> SaltLakeCity,UT -> SantaFe,NM -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",8000,"Greedy 2",1885,2003,7981.370031,0.090166,"Denver,CO -> Cheyenne,WY -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",8000,"P-MARL",1961,2079,7801.561357,3972.931084,"Denver,CO -> Cheyenne,WY -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> JeffersonCity,MO -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID -> SaltLakeCity,UT -> Denver,CO"
"Capital_Cities.txt",16,"DesMoines,IA",8000,"Greedy 1",729,825,7918.675636,0.028750,"DesMoines,IA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> OklahomaCity,OK -> JeffersonCity,MO -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",8000,"Greedy 2",1738,1834,7831.411992,0.096000,"DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> Cheyenne,WY -> Denver,CO -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",8000,"P-MARL",1680,1776,7699.914122,4158.572042,"DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Pierre,SD -> Bismarck,ND -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Augusta,ME -> Concord,NH -> Boston,MA -> Providence,RI -> Hartford,CT -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA"
"Capital_Cities.txt",17,"Dover,DE",8000,"Greedy 1",806,866,7949.249873,0.030583,"Dover,DE -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",8000,"Greedy 2",1707,1767,7809.820358,0.117583,"Dover,DE -> Annapolis,MD -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",8000,"P-MARL",1350,1410,7997.537314,4219.016958,"Dover,DE -> Concord,NH -> Augusta,ME -> OklahomaCity,OK -> SantaFe,NM -> Denver,CO -> Cheyenne,WY -> Pierre,SD -> Bismarck,ND -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Springfield,IL -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Annapolis,MD -> Harrisburg,PA -> Dover,DE"
"Capital_Cities.txt",18,"Frankfort,KY",8000,"Greedy 1",745,789,7868.593631,0.029459,"Frankfort,KY -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbus,OH -> Charleston,WV -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",8000,"Greedy 2",1729,1773,7951.538579,0.100167,"Frankfort,KY -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Madison,WI -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",8000,"P-MARL",1681,1725,7991.858613,4304.256125,"Frankfort,KY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Providence,RI -> Concord,NH -> Augusta,ME -> Boston,MA -> Hartford,CT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Columbus,OH -> Indianapolis,IN -> Frankfort,KY"
"Capital_Cities.txt",19,"Harrisburg,PA",8000,"Greedy 1",744,768,7997.183004,0.029792,"Harrisburg,PA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Atlanta,GA -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",8000,"Greedy 2",1725,1749,7728.870508,0.118875,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",8000,"P-MARL",1932,1956,7948.204459,4044.117458,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> Pierre,SD -> Bismarck,ND -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA"
