dataset,instance_index,depot,budget_miles,algorithm,collected_prize_excluding_depot,java_raw_prize_including_depot,route_distance_miles,runtime_ms,route
"Capital_Cities.txt",4,"Austin,TX",6000,"P-MARL",1170,1300,5952.685919,3347.664916,"Austin,TX -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Austin,TX"
"Capital_Cities.txt",5,"BatonRouge,LA",6000,"Greedy 1",636,736,5638.163693,0.035667,"BatonRouge,LA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Jackson,MS -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",6000,"Greedy 2",1423,1523,5994.879842,0.084792,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> SantaFe,NM -> Cheyenne,WY -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",6000,"P-MARL",1423,1523,5997.669963,3317.752958,"BatonRouge,LA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Springfield,IL -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> LittleRock,AR -> BatonRouge,LA"
"Capital_Cities.txt",6,"Bismarck,ND",6000,"Greedy 1",620,706,5897.013040,0.033500,"Bismarck,ND -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",6000,"Greedy 2",1578,1664,5957.296735,0.097291,"Bismarck,ND -> Pierre,SD -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",6000,"P-MARL",1045,1131,5575.413192,3298.627958,"Bismarck,ND -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Frankfort,KY -> Lansing,MI -> Madison,WI -> SaintPaul,MN -> Cheyenne,WY -> Denver,CO -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",7,"Boise,ID",6000,"Greedy 1",562,636,5884.130457,0.032708,"Boise,ID -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Helena,MT -> Salem,OR -> SaltLakeCity,UT -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",6000,"Greedy 2",1256,1330,5950.337457,0.096583,"Boise,ID -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Madison,WI -> Pierre,SD -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",6000,"P-MARL",1216,1290,5826.727455,2604.019125,"Boise,ID -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Madison,WI -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Olympia,WA -> Salem,OR -> CarsonCity,NV -> Sacramento,CA -> Boise,ID"
"Capital_Cities.txt",8,"Boston,MA",6000,"Greedy 1",870,926,5953.243048,0.041875,"Boston,MA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Concord,NH -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",6000,"Greedy 2",1398,1454,5998.930695,0.120709,"Boston,MA -> Providence,RI -> Albany,NY -> Concord,NH -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Hartford,CT -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",6000,"P-MARL",1527,1583,5927.828466,3520.142583,"Boston,MA -> Concord,NH -> Augusta,ME -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Providence,RI -> Boston,MA"
"Capital_Cities.txt",9,"CarsonCity,NV",6000,"Greedy 1",549,587,5934.885406,0.034375,"CarsonCity,NV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Helena,MT -> Salem,OR -> Olympia,WA -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",6000,"Greedy 2",1159,1197,5995.258819,0.067875,"CarsonCity,NV -> Salem,OR -> Olympia,WA -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Jackson,MS -> LittleRock,AR -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",6000,"P-MARL",1153,1191,5862.937633,2506.855125,"CarsonCity,NV -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Montgomery,AL -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> Phoenix,AZ -> Sacramento,CA -> CarsonCity,NV"
"Capital_Cities.txt",10,"Charleston,WV",6000,"Greedy 1",830,846,5963.211249,0.032458,"Charleston,WV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Frankfort,KY -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",6000,"Greedy 2",1464,1480,5994.016585,0.124750,"Charleston,WV -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Raleigh,NC -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",6000,"P-MARL",1567,1583,5863.658472,3611.411000,"Charleston,WV -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA -> Atlanta,GA -> Nashville,TN -> Frankfort,KY -> Indianapolis,IN -> Springfield,IL -> Lansing,MI -> Columbus,OH -> Charleston,WV"
"Capital_Cities.txt",11,"Cheyenne,WY",6000,"Greedy 1",695,887,5984.452096,0.034834,"Cheyenne,WY -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Helena,MT -> Salem,OR -> SaltLakeCity,UT -> SantaFe,NM -> Denver,CO -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",6000,"Greedy 2",1526,1718,5896.427078,0.096583,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Pierre,SD -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",6000,"P-MARL",1265,1457,5504.708057,3246.775166,"Cheyenne,WY -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Concord,NH -> Boston,MA -> Providence,RI -> Albany,NY -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> Denver,CO -> Cheyenne,WY"
"Capital_Cities.txt",12,"Columbia,SC",6000,"Greedy 1",722,886,5947.519918,0.036500,"Columbia,SC -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Tallahassee,FL -> Montgomery,AL -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",6000,"Greedy 2",1382,1546,5729.301834,0.089250,"Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Raleigh,NC -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",6000,"P-MARL",1493,1657,5919.744169,3399.556125,"Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Raleigh,NC -> Columbia,SC"
"Capital_Cities.txt",13,"Columbus,OH",6000,"Greedy 1",803,957,5897.436275,0.035000,"Columbus,OH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Charleston,WV -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",6000,"Greedy 2",1395,1549,5994.016585,0.096542,"Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Raleigh,NC -> Charleston,WV -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",6000,"P-MARL",1469,1623,5930.828410,3641.113375,"Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> JeffersonCity,MO -> Springfield,IL -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Harrisburg,PA -> Columbus,OH"
"Capital_Cities.txt",14,"Concord,NH",6000,"Greedy 1",878,1002,5959.200487,0.030375,"Concord,NH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Providence,RI -> Boston,MA -> Concord,NH"
"Capital_Cities.txt",14,"Concord,NH",6000,"Greedy 2",1342,1466,5934.318286,0.100083,"Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Montpelier,VT -> Concord,NH"
"Capital_Cities.txt",14,"Concord,NH",6000,"P-MARL",1460,1584,5858.356111,3625.846625,"Concord,NH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Frankfort,KY -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Providence,RI -> Boston,MA -> Augusta,ME -> Montpelier,VT -> Concord,NH"
"Capital_Cities.txt",15,"Denver,CO",6000,"Greedy 1",565,683,5874.779218,0.030375,"Denver,CO -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",6000,"Greedy 2",1221,1339,5951.157049,0.083958,"Denver,CO -> Cheyenne,WY -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Jackson,MS -> LittleRock,AR -> Denver,CO"
"Capital_Cities.txt",15,"Denver,CO",6000,"P-MARL",1152,1270,5972.060454,3228.545166,"Denver,CO -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Hartford,CT -> Columbia,SC -> Atlanta,GA -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> OklahomaCity,OK -> SantaFe,NM -> Cheyenne,WY -> Pierre,SD -> Bismarck,ND -> Denver,CO"
"Capital_Cities.txt",16,"DesMoines,IA",6000,"Greedy 1",705,801,5905.221811,0.029625,"DesMoines,IA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Jackson,MS -> JeffersonCity,MO -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",6000,"Greedy 2",1460,1556,5969.565342,0.081750,"DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA"
"Capital_Cities.txt",16,"DesMoines,IA",6000,"P-MARL",1283,1379,5941.331729,3398.160458,"DesMoines,IA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> Cheyenne,WY -> Denver,CO -> Pierre,SD -> Bismarck,ND -> DesMoines,IA"
"Capital_Cities.txt",17,"Dover,DE",6000,"Greedy 1",841,901,5895.766613,0.031459,"Dover,DE -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Trenton,NJ -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",6000,"Greedy 2",1394,1454,5979.035847,0.078833,"Dover,DE -> Annapolis,MD -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> Tallahassee,FL -> Dover,DE"
"Capital_Cities.txt",17,"Dover,DE",6000,"P-MARL",1501,1561,5950.022969,3368.386375,"Dover,DE -> Annapolis,MD -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Columbus,OH -> Frankfort,KY -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Harrisburg,PA -> Charleston,WV -> Dover,DE"
"Capital_Cities.txt",18,"Frankfort,KY",6000,"Greedy 1",808,852,5937.595976,0.051834,"Frankfort,KY -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",6000,"Greedy 2",1436,1480,5998.950942,0.103708,"Frankfort,KY -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Charleston,WV -> Frankfort,KY"
"Capital_Cities.txt",18,"Frankfort,KY",6000,"P-MARL",1214,1258,5932.164543,3577.023500,"Frankfort,KY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Topeka,KS -> OklahomaCity,OK -> LittleRock,AR -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> DesMoines,IA -> Springfield,IL -> Indianapolis,IN -> Frankfort,KY"
"Capital_Cities.txt",19,"Harrisburg,PA",6000,"Greedy 1",861,885,5989.459759,0.032250,"Harrisburg,PA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Lansing,MI -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",6000,"Greedy 2",1434,1458,5998.334194,0.091792,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> LittleRock,AR -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA"
"Capital_Cities.txt",19,"Harrisburg,PA",6000,"P-MARL",1582,1606,5986.925041,3362.898083,"Harrisburg,PA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Providence,RI -> Boston,MA -> Concord,NH -> Augusta,ME -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Atlanta,GA -> Nashville,TN -> Frankfort,KY -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Harrisburg,PA"
"Capital_Cities.txt",0,"Albany,NY",8000,"Greedy 1",656,856,7997.183004,0.029333,"Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Atlanta,GA -> Harrisburg,PA -> Albany,NY"
"Capital_Cities.txt",0,"Albany,NY",8000,"Greedy 2",1640,1840,7946.239309,0.127375,"Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Hartford,CT -> Albany,NY"
"Capital_Cities.txt",0,"Albany,NY",8000,"P-MARL",1843,2043,7992.192480,4204.857208,"Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Frankfort,KY -> Charleston,WV -> Concord,NH -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Albany,NY"
"Capital_Cities.txt",1,"Annapolis,MD",8000,"Greedy 1",794,990,7967.218251,0.034041,"Annapolis,MD -> Albany,NY -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Dover,DE -> Annapolis,MD"
"Capital_Cities.txt",1,"Annapolis,MD",8000,"Greedy 2",1639,1835,7728.870508,0.121042,"Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Annapolis,MD"
"Capital_Cities.txt",1,"Annapolis,MD",8000,"P-MARL",1764,1960,7746.767374,4130.705542,"Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Columbus,OH -> Lansing,MI -> Madison,WI -> Nashville,TN -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Annapolis,MD"
"Capital_Cities.txt",2,"Atlanta,GA",8000,"Greedy 1",660,828,7997.107285,0.032750,"Atlanta,GA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Atlanta,GA"
"Capital_Cities.txt",2,"Atlanta,GA",8000,"Greedy 2",1633,1801,7790.534240,0.104084,"Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Madison,WI -> Frankfort,KY -> Atlanta,GA"
"Capital_Cities.txt",2,"Atlanta,GA",8000,"P-MARL",1690,1858,7932.886004,4106.858125,"Atlanta,GA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> Nashville,TN -> Frankfort,KY -> Lansing,MI -> Madison,WI -> Charleston,WV -> Atlanta,GA"
"Capital_Cities.txt",3,"Augusta,ME",8000,"Greedy 1",827,975,7971.063142,0.031083,"Augusta,ME -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> Columbus,OH -> Concord,NH -> Boston,MA -> Augusta,ME"
